name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Tasty Bakery (Tasties),"207 Rye Lane, Peckham, London SE15 4TP",Southwark,207 Rye Lane,Southwark,,200000000000,E09000028,Rye Lane,E05011113,51.46771799975916,-0.06648800029737854,534398.2575002213,176077.89109952553
Trafik,331 Old St; Hoxton; London EC1 9LE; United Kingdom,Hackney,331 Old Street,Hackney,www.trafik-london.com,100000000000,E09000012,Hoxton East & Shoreditch,E05009377,51.527010999108185,-0.08055700066457815,533248.1527001259,182645.58299954186
The Lighthouse,Unit 1a 190 New North Road,Islington,Unit 1a 190 New No,Hackney,,10091889776,E09000012,Hoxton East & Shoreditch,E05009377,51.5256435793067,-0.0780429271070198,533426.5337001261,182498.10599954092
Xoyo,32-37 Cowper Street; Shoreditch; London EC2A 4AP; ,Islington,32-37 Cowper Stree,Islington,www.xoyo.co.uk,5300025027,E09000019,Bunhill,E05013699,51.5255189998493,-0.08570400018060871,532895.4816001279,182470.30859953794
Basing House,25 Kingsland Road; Shoreditch; London E2 8AA; Unit,Hackney,25 Kingsland Road,Hackney,www.basinghouse.co.uk/,100000000000,E09000012,Hoxton East & Shoreditch,E05009377,51.528439999581124,-0.07820399963529315,533407.1890001261,182808.77839953947
Beduin,57-59 Charterhouse Street,Islington,57-59 Charterhouse,City of London,www.beduinbar.co.uk/smithfields,,E09000001,Farringdon Without,E05009305,51.51869999976273,-0.10194354549397365,531788.6861001543,181682.66529948957
McQueen,55-61 Tabernacle Street; Shoreditch; London EC2A 4,Islington,55-61 Tabernacle S,Islington,www.mcqueen-shoreditch.co.uk/,,E09000019,Bunhill,E05013699,51.524024999608834,-0.08586999968488584,532888.3151001292,182303.87199953877
Piccadilly Institute,The London Pavillion; Piccadilly; London W1V 9LA; ,Piccadilly,The London Pavilio,Westminster,www.piccadillyinstitute.com/,,E09000033,St James's,E05013806,51.51037799954969,-0.13398700002012182,529589.216600143,180700.08579950986
The Hoxton Pony,104-108 Curtain Rd,,104-108 Curtain Rd,Hackney,http://www.thehoxtonpony.com,10008241848,E09000012,Hoxton East & Shoreditch,E05009377,51.52491416952104,-0.07853501159481403,533394.5311001269,182416.09719954032
Junction House,"578 Kingsland Road, London, E8 4AH",Hackney,578 Kingsland Road,Hackney,,100000000000,E09000012,Dalston,E05009370,51.54558699977429,-0.07560299974311788,533537.4282001659,184720.3341995819
Nomad London,58 Old Street; Hoxton; London EC1V 9AJ; United Kin,Islington,58 Old Street,Islington,www.nomadlondon.com/,,E09000019,Bunhill,E05013699,51.5240659991868,-0.09580499967996473,532199.0236001245,182290.43409954326
Ladybird / Basement Club,70 Upper Street; Islington; London N1 0NY; United ,Islington,70 Upper Street,Islington,www.ladybirdbar.co.uk,10091816806,E09000019,St Mary's & St James',E05013710,51.53599099917553,-0.1040139992973393,531595.1980001332,183601.71969953267
Hootananny Brixton,"95 Effra Road, Brixton, London, SW2 1DF",Brixton,,Lambeth,https://www.hootanannybrixton.co.uk/,,E09000022,Herne Hill & Loughborough Junction,E05014104,51.45538199904881,-0.11325399978464475,531185.4564001687,174621.36969952547
Porky's Wine Bar,"23-27 Sternhold Avenue, Streatham Hill, SW2 4PA",Lambeth,23-27 Sternhold Av,Lambeth,,100000000000,E09000022,Streatham Hill West & Thornton,E05014114,51.438459999449975,-0.12768099941230512,530231.2468001497,172713.9145995214
Brixton Jamm Limited,261 Brixton Rd,,,Lambeth,,100000000000,E09000022,Brixton North,E05014096,51.470281169436156,-0.11028043580373699,531349.298300114,176283.48469950006
The Steel Yard,13-16 Allhallows Lane,City Of London,13-16 Allhallows L,City of London,https://thesteelyard.london/,95510144,E09000001,Dowgate,E05009303,51.5094895296284,-0.08895602049163988,532716.4746001535,180681.91229949685
Montezuma London Club,17 Harrington Road,Kensington And Chelsea,17 Harrington Road,Kensington and Chelsea,www.montezumalondon.com,217036855,E09000020,Courtfield,E05009393,51.49347151990219,-0.17415560144845255,526848.845900121,178749.7637995282
The London Reign,215-217 Piccadilly,City Of Westminster,215-217 Piccadilly,Westminster,,10033541003,E09000033,St James's,E05013806,51.50900893907059,-0.13338123165924823,529635.1356001436,180548.9165995093
Vuvu Club,30 East Street,,30 East Street,Bromley,,10070003296,E09000006,Bromley Town,E05013991,51.40660745940364,0.017983696304780313,540452.397100477,169440.79609917162
Vision Video Bar,588 Kingsland Road,Hackney,588 Kingsland Road,Hackney,,10008291713,E09000012,Dalston,E05009370,51.545388169434936,-0.07387890852945006,533657.5523001672,184701.37489957604
The Lighthouse Bar And Club,62 Rivington Street,Hackney,62 Rivington Stree,Hackney,,10091889776,E09000012,Hoxton East & Shoreditch,E05009377,51.5256435793067,-0.0780429271070198,533426.5337001261,182498.10599954092
Trapeze Bar,89 Great Eastern Street,Hackney,89 Great Eastern S,Hackney,www.trapezebar.co.uk,10091904454,E09000012,Hoxton East & Shoreditch,E05009377,51.52518387920025,-0.08182531572741022,533165.5071001258,182440.09509954232
Fold,"Gillian House, Stephenson St, London E16 4SA, UK",Stephenson Street,Gillian House,Newham,https://www.fold.london,,E09000025,Canning Town North,E05013906,51.519031999270474,0.00375799956603875,539120.8391002539,181915.11819942313
The George & Dragon,2 Blackheath Hill,,,Greenwich,http://www.georgedragon.com/,,E09000011,Greenwich Park,E05014081,51.473362299507514,-0.016543764801771103,537850.1087002881,176798.35509947347
W London,"10 Wardour Street, Leicester Square, London, W1D 6",,,Westminster,http://www.westrockshotel.co.uk,10033615454,E09000033,St James's,E05013806,51.51026599965912,-0.13158099931502476,529756.4862001444,180691.8903995079
Union Bar,"Building 5, Chiswick Park, 566 Chiswick High Road,",,,Hounslow,www.faucetinn.com,100000000000,E09000018,Chiswick Gunnersbury,E05013609,51.49612799962516,-0.27292000065087185,519986.0361001055,178878.84239954563
Village Soho,81 Wardour Street,,,Westminster,,10033570802,E09000033,St James's,E05013806,51.51190631981949,-0.13177819814747552,529738.1438001433,180873.9464995083
Colour Factory,"8 Queen's Yard, Hackney Wick, London E9 5EN",Hackney Wick,,Tower Hamlets,https://www.colourfactory.com,,E09000030,Bow East,E05009319,51.54318299919086,-0.0226639994894369,537215.192100167,184550.88719934176
Mascara Bar,72 Stamford Hill; Stoke Newington; London N16 6XS,,,Hackney,http://www.mascarabar.co.uk,10091817946,E09000012,Cazenove,E05009368,51.5670409994885,-0.07295499978944246,533658.2307002003,187110.90249953663
Press,"47 Whitcomb Street, London, WC2H 7DH",,,Westminster,http://www.sgul.ac.uk,100000000000,E09000033,St James's,E05013806,51.50982399906637,-0.1315160001666702,529762.2520001448,180642.85459950694
Thirst,"53 Greek St, Soho, London W1D 3DR, UK",,,Westminster,,10033593423,E09000033,West End,E05013808,51.51428399969625,-0.1312269994521541,529769.6348001432,181139.3233995095
Tramp,"40 Jermyn St, St. James's, London SW1Y 6DN",,,Westminster,www.tramp.co.uk/exclusive-hire.php,,E09000033,St James's,E05013806,51.5081169996636,-0.13762299941068765,529343.3172001429,180442.2339995113
Vout-O-Reenee's,"The Crypt, 30 Prescot St, London E1 8BB, United Ki",,,Tower Hamlets,www.vout-o-reenees.com,6086724,E09000030,Whitechapel,E05009336,51.51138999956187,-0.07196700026427298,533889.77690013,180924.1885995348
E1,"110 Pennington Street, Wapping, London E1W 2BB",,110 Pennington Str,Tower Hamlets,https://e1ldn.co/our-story,,E09000030,St Katharine's & Wapping,E05009330,51.50905799943062,-0.06166399943342149,534611.5455001586,180683.76319948252
Mannequin Magazine,"378 Kingsland Road, London, E8 4AA",,,Hackney,,100000000000,E09000012,London Fields,E05009381,51.541159999269546,-0.07630699993069331,533501.5587001502,184226.74799958174
Floripa,"91-93 Great Eastern Street, Shoreditch, London EC2",,,Hackney,www.floripalondon.com,,E09000012,Hoxton East & Shoreditch,E05009377,51.525827999113865,-0.08338599999393857,533055.3711001276,182508.88269953793
Soda Room,"Downstairs, The Botanist, Broadgate Circle, London",,,City of London,,,E09000001,Bishopsgate,E05009292,51.51897199944176,-0.0832809995418894,533082.6351001293,181746.67619953438
Pryzm Kingston,"154 Clarence Street Kingston Upon Thames KT1 1QP, ",Kingston,154 Clarence Stree,Kingston upon Thames,https://www.pryzm.co.uk/club/kingston-upon-thames/,,E09000021,Kingston Town,E05013938,51.41152399983934,-0.2998590004664205,518334.523700104,169426.82409951295
Hoxton Basement,"12-18 Hoxton St, N1 6NG (Basement Entrance on Drys",,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.527984999072345,-0.07914700017616895,533343.1103001256,182756.46239954056
Addictive Bar,28 Park Royal Road London NW10 7JW,,,Ealing,,12141434,E09000009,North Acton,E05013527,51.52675799929594,-0.267182999292035,520303.57930010936,182294.40109954588
La Pollera Colora,"4-6 London Bridge Street, London, SE1 9SG",,,Southwark,,,E09000028,London Bridge & West Bermondsey,E05011104,51.50506899901448,-0.0874919995064951,532830.9153001664,180192.99929947034
Peckham Audio,"133a Rye Lane, Peckham, London, SE15 4BQ",Peckham,,Southwark,https://www.peckhamaudio.co.uk/,,E09000028,Rye Lane,E05011113,51.46979799913835,-0.06826399937850879,534268.8039002203,176305.9277995271
Le Fez,"200b Upper Richmond Rd, Putney, London SW15 2SH, U",,200 Upper Richmond,Wandsworth,Home | Le Fez,,E09000032,East Putney,E05014011,51.460832999083635,-0.21660900005282643,523990.29040008696,175047.6699995475
Scotch,"13 Masons Yard, St James, London SW1A 1PL",,,Westminster,,,E09000033,St James's,E05013806,51.507768999638685,-0.13702099954214508,529386.0774001427,180404.59909951012
Bar Rumba,36 Shaftesbury Avenue; Soho; London W1D 7EP; Unite,,36 Shaftesbury Ave,Westminster,https://barrumbalondon.com/,,E09000033,St James's,E05013806,51.511137999456395,-0.13350399946334082,529620.5753001429,180785.45319950805
Night Tales Loft,"207, 1 Westgate St, Hackney, London E8 3RL",,,Hackney,,,E09000012,London Fields,E05009381,51.53758399904101,-0.05772300025428846,534800.7635001602,183863.19079948476
Salt Lounge,269 West End Lane,,,Camden,,5163150,E09000007,West Hampstead,E05013671,51.55052799948518,-0.19158599968906528,525482.0186000831,185064.53309955355
Electric Ballroom,184 Camden High St; Camden Town; London NW1 8QP; U,London,184 Camden High St,Camden,https://www.electricballroom.co.uk/,5021260,E09000007,Camden Town,E05013655,51.53968099989191,-0.14306300056855,528876.7018001445,183942.59989951111
Electrowerkz,7 Torrens Street; Islington; London EC1V 1NQ; Unit,Islington,7 Torrens Street,Islington,https://www.electrowerkz.co.uk,5300092109,E09000019,St Peter's & Canalside,E05013711,51.53252799921015,-0.10519200063468925,531523.4813001404,183214.51219952028
Koko,1a Camden High Street; Camden Town; London NW1 7JE,London,1A Camden High St,Camden,https://www.koko.co.uk/,,E09000007,Regent's Park,E05013668,51.534616999381015,-0.13833799983924433,529218.6937001427,183387.8029995112
Lafayette London,"11 Goods Way, Kings Cross, London N1C 4DP",Kings Cross,11 Goods Way,Camden,What’s On - Lafayette London,,E09000007,King's Cross,E05013666,51.53461299916271,-0.1250759994416999,530138.4644001474,183410.8401995038
Grow,98C Wallis Road; Main Yard; London E9 5LN,,,Hackney,www.grow-hackney.squarespace.com,,E09000012,Hackney Wick,E05009374,51.54416099946,-0.023632999772429986,537145.0638001667,184657.82809934174
The Garage,20-26 Highbury Corner,Islington,20-26 Highbury Cor,Islington,www.thegarage.london,10008978416,E09000019,Highbury,E05013704,51.546199419405355,-0.1021308134601364,531696.3309001151,184740.3075995741
Biddle Bros,"88 Lower Clapton,  London, E5 0QR",Hackney,88 Lower Clapton R,Hackney,,100000000000,E09000012,Springfield,E05009383,51.57149499981384,-0.06616700054995772,534115.5808001263,187618.63109947773
Boom Boom Club,Sutton United Football Club The Borough Sports Gro,Gander Green Ln,Sutton United Foot,Sutton,www.feenstra.co.uk/boomboom,,E09000029,Sutton West & East Cheam,E05013768,51.36708628913068,-0.20279414056860942,525205.5173001186,164646.3756995298
St. Moritz Club,159 Wardour Street; W1F 8WH,Wardour Street,159 Wardour St,Westminster,www.stmoritzclub.co.uk,10033622399,E09000033,West End,E05013808,51.514466999550216,-0.135025999731264,529505.5273001429,181152.94969951126
Grace (The)/Garage (The),20-22 Highbury Corner Highbury East,,20-22 Highbury Cor,Islington,www.thegrace.london,,E09000019,Highbury,E05013704,51.54624002926804,-0.1024176102478283,531676.3288001145,184744.30699957415
Moth Club,"Valette Street, London, Hackney, E9 6NU",Hackney,Hackney Trades Hal,Hackney,www.mothclub.co.uk,,E09000012,Homerton,E05009376,51.54525099920298,-0.05464999997129887,534991.2128001375,184721.44159947473
Union Chapel,"Union Chapel, Compton Terrace, London N1 2UN",Islington,19a Compton Terrac,Islington,www.unionchapel.org.uk,10008975865,E09000019,Laycock,E05013708,51.54476499924795,-0.10248100019820541,531676.1909001182,184580.165699566
Redon,"Arch 289, Cambridge Heath Road, London, E2 9HA, UK",,,Tower Hamlets,,,E09000030,St Peter's,E05009331,51.532113999144926,-0.05722999950618538,534851.1135001377,183255.81249954566
Scala,275 Pentonville Road,London,275 Pentonville Rd,Camden,www.scala.co.uk,0,E09000007,King's Cross,E05013666,51.530184599541556,-0.11904751957521963,530569.2220001486,182929.1275994992
93 Feet East,"The Old Truman Brewery, 150 Brick Lane; Shoreditch",London,150 Brick Ln Shore,Tower Hamlets,www.93feeteast.co.uk,,E09000030,Spitalfields & Banglatown,E05009333,51.521705999641554,-0.07228899942464848,533837.1993001297,182070.7514995375
Ain't Nothin' But...,20 Kingly Street,Soho,20 Kingly Street,Westminster,http://www.aintnothinbut.co.uk/,100000000000,E09000033,West End,E05013808,51.512472189083994,-0.13795289624914966,529308.0963001418,180925.95369951334
Vortex Jazz Club,11 Gillett Square; De Beauvoir; London N16 8JH; Un,Hackney,11 Gillett Square,Hackney,https://www.vortexjazz.co.uk/,10091818908,E09000012,Dalston,E05009370,51.54931999984255,-0.07651700010353044,533463.1452001975,185133.7852995397
100 Club,"100 Oxford Street, London, W1D 1LL",City Of Westminster,100 Oxford Street,Westminster,www.the100club.co.uk,10033540054,E09000033,West End,E05013808,51.5162149994137,-0.13533299968502954,529479.2711001431,181346.7865995105
Dingwalls,Middle Yard; Camden Town; London NW1 8AB; United K,London,Middle Yard Camden,Camden,www.dingwalls.com,5084282,E09000007,Camden Town,E05013655,51.541356999089196,-0.14608600010248465,528662.3457001436,184123.65789951294
Green Note,"106 Parkway, Camden, London NW1 7AN",Camden,106 Parkway,Camden,www.greennote.co.uk,5124523,E09000007,Camden Town,E05013655,51.53725299980141,-0.14581299998783873,528692.8478001415,183667.767399515
Oslo Hackney,"1a Amhurst Road, Hackney, London,  E8 1LL",,1A Amhurst Rd,Hackney,www.oslohackney.com,10008289187,E09000012,Hackney Central,E05009372,51.54798199941741,-0.05752000024264249,534784.1614001368,185019.84049947327
Servant Jazz Quarters,"10a Bradbury Street , Dalston, N16 8JH",Hackney,10 Bradbury Street,Hackney,www.servantjazzquarters.com,10008302207,E09000012,Dalston,E05009370,51.54864199939653,-0.07672200058499716,533450.9128001975,185058.01619953974
Sebright Arms,34 Coate Street; Bethnal Green; London E2 9AG; Uni,Tower Hamlets,31-35 Coate Street,Tower Hamlets,www.sebrightarms.co.uk,6021840,E09000030,St Peter's,E05009331,51.53209099955331,-0.06305700008910237,534447.0469001442,183242.52339952742
Village Underground,54 Holywell Lane; Shoreditch; London EC2A 3PQ; Uni,Hackney,54 Holywell Lane,Hackney,www.villageunderground.co.uk,10091784233,E09000012,Hoxton East & Shoreditch,E05009377,51.52378799962625,-0.07803399996694955,533432.575700127,182291.77909954105
229 The Venue,"229 Great Portland Street, Fitzrovia, London, W1W ",City Of Westminster,229 Great Portland,Westminster,www.229thevenue.com,100000000000,E09000033,West End,E05013808,51.522725999889815,-0.1437500000565441,528876.9167001361,182055.9737995176
Gladstone Arms,64 Lant Street,Southwark,64 Lant Street,Southwark,www.thegladpub.co.uk,200000000000,E09000028,Chaucer,E05011098,51.5003904896569,-0.093530014176636,532425.4498001613,179661.816599482
Jazz After Dark,9 Greek Street,Soho,9 Greek Street,Camden,http://www.jazzafterdark.co.uk/,10033551268,E09000007,Holborn & Covent Garden,E05013662,51.51398237929268,-0.12943023279527457,529895.1588001433,181108.9675995087
Notting Hill Arts Club,21 Notting Hill Gate; Notting Hill; London W11 3JQ,Kensington And Chelsea,19-21 Notting Hill,Kensington and Chelsea,www.nottinghillartsclub.com,217059366,E09000020,Campden,E05009390,51.50937599984766,-0.19455000005370088,525389.5063001245,180483.26169953868
Piano Works,113-117 Farringdon Rd,,,Islington,https://www.pianoworks.bar,10012787103,E09000019,Clerkenwell,E05013702,51.52235584938735,-0.1064815833372765,531463.3271001554,182081.04349949275
Red Room (Ealing Jazz Club),42a The Broadway,,,Ealing,www.ealingclub.com/,12133012,E09000009,Ealing Broadway,E05013520,51.513903599635775,-0.3009446760548507,517994.8630001677,180810.05149949255
Troxy,"490 Commercial Road, London E1 0HX",Tower Hamlets,490 Commercial Roa,Tower Hamlets,www.troxy.co.uk,6027797,E09000030,Shadwell,E05009332,51.5131469990284,-0.04331999970671137,535872.2861001819,181172.34459943982
Three Crowns,175 Stoke Newington High Street; Stoke Newington; ,Hackney,175 Stoke Newingto,Hackney,http://www.threecrownsn16.com,100000000000,E09000012,Stoke Newington,E05009385,51.56258399933944,-0.07379300050703494,533613.195400197,186613.74309953663
Raffles Chelsea Ltd,25 Lonsdale Road,,,Richmond upon Thames,,,E09000027,Barnes,E05013774,51.48610998479697,-0.23725002109795404,522488.806600063,177823.80979956928
Scandals,82 Norwood High Street,,,Lambeth,,,E09000022,Knight's Hill,E05014106,51.42961998048738,-0.10136000837308579,532086.0217001692,171778.01059952463
Medicine Bar & Nightclub,89 Great Eastern Street,,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.52590001063828,-0.08334997962150542,533057.659800127,182516.95599953926
The Penthouse,1 Leicester Square,,,Westminster,,,E09000033,St James's,E05013806,51.51073999789376,-0.13044001557520993,529834.3116001441,180746.62119950927
The Aviary Cave Bar,164 Basin Approach,,,Tower Hamlets,,,E09000030,Limehouse,E05009326,51.51082000270037,-0.03380999877712739,536539.0894001867,180931.26479943492
The Planet Nollywood,319 Camberwell Road,,,Southwark,,,E09000028,Camberwell Green,E05011096,51.476079989095,-0.09354002846023377,532495.1489001634,176958.4560995123
Pier One,162 Bidder St N,,162 Bidder St N,Newham,Pier One Nightspot | London Nightclub | Afro-Beat Music Nightclub,,E09000025,Canning Town North,E05013906,51.51771001050098,0.003549986347090673,539110.4365002448,181767.72429941496
Maggie's Club ,329 Fulham Rd,,329 Fulham Rd,Kensington and Chelsea,Maggie's Club - The 80s are back! Chelsea's premier eighties nightclub (maggies-club.com),,E09000020,Stanley,E05009405,51.48638998190119,-0.18005995956212506,526458.5747001064,177952.08079953512
Unit 58 Ltd,5 Albert Street,,,Camden,,,E09000007,Regent's Park,E05013668,51.534589990061576,-0.14180000924434533,528978.6692001382,183378.69699951675
The Roxy,3-5 Rathbone Pl,Soho,3-5 Rathbone Pl,Westminster,http://www.theroxy.co.uk/,,E09000033,West End,E05013808,51.51669001636213,-0.1330099908634975,529639.0949001438,181403.71789950985
Fantazya,69 Albert Embankment,,69 Albert Embankme,Lambeth,Fantazya | Arabic Night Club,,E09000022,Vauxhall,E05014117,51.48789998189248,-0.12322001180351017,530400.4479001176,178219.61249950112
Ligthbox,6 S Lambeth Pl,,6 S Lambeth Pl,Lambeth,,,E09000022,Vauxhall,E05014117,51.48564998588223,-0.12348999354365323,530388.1183001099,177968.93019950215
The Watershed,267 The Broadway,,,Merton,,,E09000024,Abbey,E05013810,51.4194200008377,-0.19494001835767408,525608.9636000833,170479.3919995409
Libertine,2 Winsley Street,,,Westminster,,,E09000033,West End,E05013808,51.515949978530045,-0.13844003945115746,529264.4523001431,181311.82829951076
The Cuckoo Club,Swallow Street,,Swallow Street,Westminster,https://www.thecuckooclub.com/,,E09000033,West End,E05013808,51.5099099797172,-0.13789001855335037,529319.7124001413,180641.14399951074
Zoo Bar,13-17 Bear Street,,,Westminster,,,E09000033,St James's,E05013806,51.51090998260003,-0.12897997204703973,529935.1391001453,180768.1124995091
The Drumsheds,"Meridian Water, Argon Road, Enfield, N18 3BW",Argon Road,Meridian Water,Enfield,https://thedrumshedslondon.co.uk/,,E09000010,Upper Edmonton,E05013694,51.60921998381307,-0.04292003739082643,535614.2423001401,191856.67409945567
The Big Chill Bar,The Old Truman Brewery,"14 Dray Walk, Shadwell",,Tower Hamlets,,,E09000030,Spitalfields & Banglatown,E05009333,51.52104001583226,-0.07207003417552167,533854.3415001297,181997.093799538
Paradise London,65 Albert Embankment,,65 Albert Embankme,Lambeth,,,E09000022,Vauxhall,E05014117,51.48789998189248,-0.12322001180351017,530400.4479001176,178219.61249950112
Union,66 Albert Embankment,,66 Albert Embankme,Lambeth,Union :: Vauxhall :: London (clubunion.co.uk),,E09000022,Vauxhall,E05014117,51.48789998189248,-0.12322001180351017,530400.4479001176,178219.61249950112
West Five Bar,"Popes Ln, S Ealing Rd, London W5 4NT",,,Ealing,,,E09000009,Ealing Common,E05013521,51.4990500081468,-0.30229995983896213,517939.15560012194,179156.09579953045
Club 33 Limited,9 Wadeson Stree,,,Tower Hamlets,,,E09000030,Bethnal Green,E05009317,51.53092499940413,-0.05160978329170386,535244.4297001947,183133.964499287
